text,label_class,label
预防急性心肌梗死的日常护理方法是什么?,预防,2
你好医生，麝香保心丸这个药物可以久服吗，注意事项,禁忌,9
支气管扩张症主要有哪些表现?,临床表现(病症表现),3
期前收缩能参加体育活动吗？,禁忌,9
高血压喝点什么茶能治疗？,治疗方法,5
如果得了外阴赘生物多大概率能治好？,治愈率,8
左胸下面突然的疼，一会不怎么疼了，深呼吸还是疼，怎么回事,病因,1
枢椎齿状突骨折能感染到其他人吗,传染性,7
请教一下闭经性头痛得治疗几个小时,治疗时间,11
请问一下乳酸司帕沙星片，吃这种药期间有哪些东西是不能吃的呢？,禁忌,9
如果得了黏多糖贮积症Ⅳ型能感染到其他人吗,传染性,7
医生，你好！请问我的喉咙自从我上个月我父亲过逝了之后，一直嘶哑，喉咙干，不舒服，干咳。,临床表现(病症表现),3
肚子一阵一阵疼是要生了吗,临床表现(病症表现),3
我爸爸一直有高血压，后来经朋友介绍非洛地平非常不错的，不知道效果怎么样，有没有什么不良反应？,治疗方法,5
好烦恼，尿频，尿急反反复复的，老是不好，怎么办呢？,治疗方法,5
头昏，头痛，耳鸣，颈部困，眼困复视是哪类鼻炎头昏，头痛，耳鸣，颈部困，眼困复视是哪类鼻炎,定义,0
经常咳嗽而且具有持久性,临床表现(病症表现),3
太阳穴发胀，四肢无力有糖尿病有脑梗,临床表现(病症表现),3
"""我因为工作的原因,总是接触粉尘等物质,长期下来,导致了慢阻肺,最近妻子也开始咳嗽,喘息和胸闷,担心是传染给妻子就,想咨询下慢阻肺会不会传染呢?""",传染性,7
睡觉腿抽筋吃什么钙片？我怀孕32周了，最近晚上睡觉感觉腿抽筋，宝妈们有什么好的办法吗？,治疗方法,5
高脂蛋白血症治好要多久,治疗时间,11
我就是每个月来大姨妈的时候不是感冒就是吃不下饭啊,临床表现(病症表现),3
直肠可以吸收什么药物的营养？,治疗方法,5
脂肪瘤怎么消除？！,治疗方法,5
失认症要做什么检查?,化验/体检方案,10
可是睡眠不太好，到了早上六点多就容易醒。有什么好的方法可以缓解吗？,治疗方法,5
纳米银抗菌水凝胶痔疮净怎么用？把药剂挤进去就可以拔出来了吗？,治疗方法,5
麝香保心丸适不适合给75岁的老人家来服用的呢，有没有效果的啊,禁忌,9
我父亲给我母亲个巴掌，我母亲倒地说脑袋发涨，还小便失禁，有过脑出血的前科,临床表现(病症表现),3
你好，我爸爸三天右腿没有感觉，之前不爱吃饭，吃饭想吐，去年得过脑血栓，有糖尿病，请问挂号什么科,所属科室,6
备孕多久同房一次？,其他,12
宝宝21天了老拉奶瓣一天拉十多次，肛门都拉出口子来了，吃了三天蒙托石散还是拉，与吃母乳有关吗？怎么治疗呢？谁知道答案,治疗方法,5
请问拉肚子能吃点盐酸小檗碱片吗？该怎么治疗好呢?求解答！谢谢！,治疗方法,5
胸痛，背困痛，慢性咳嗽,临床表现(病症表现),3
做心电图应注意什么？,化验/体检方案,10
"""肛裂,平时饮食要注意什么?""",禁忌,9
请问得了疣状角化不良病有什么一起发生,相关病症,4
一岁宝宝喊爸爸妈妈大家的宝宝都会说什么了呢？都是怎么教孩子语言学习的呢？,其他,12
急性心肌梗死发病前有无先兆症状？,临床表现(病症表现),3
这几天吃咳嗽药，吃好得差不多了尿道两旁痒还有白色分泌物豆腐渣样，不臭，就是痒不敢用力煮菜，请问我该怎么办,治疗方法,5
药流后的复查是什么时候？,化验/体检方案,10
皮脂腺增生看什么医生,所属科室,6
肛门外有癣时间很长结皮,临床表现(病症表现),3
"""月经不调,有经前淋漓出血情况""",临床表现(病症表现),3
冒昧问一下自身免疫性肝硬化表征是啥,临床表现(病症表现),3
什么是小儿病毒性心肌炎？,定义,0
孩子总是大便干怎么办,治疗方法,5
分水岭区脑梗死的病因是什么,病因,1
我父亲患慢性阻塞性肺疾病三年前肺功能检查(可能是FEV1)为25，今年为17请问此病是否可以治愈,治愈率,8
睡觉了不咳醒了一直咳嗽,临床表现(病症表现),3
想了解慢性附睾炎是啥？,定义,0
婴儿吃啥牌子鱼肝油好呢？有没有宝妈从香港买鱼肝油给宝宝吃的呢？什么牌子的好？,其他,12
您好，请问请问有治低血糖的二氮嗪吗？,治疗方法,5
强迫症会产生幻觉吗,相关病症,4
帕金森会心悸吗,相关病症,4
脑部手术后可以喝芬格欣吗？谢谢你了,禁忌,9
怀孕32周，中午起来肚子很痛，坐着躺着都很痛，站着却觉得很恶心想吐，这是怎么回事？,病因,1
你好，吃了两粒打胎药现在不想打了可以吗？？,治疗方法,5
请问得了脑痨表征是啥,临床表现(病症表现),3
接触性睑皮炎完全治愈要多久,治疗时间,11
你好，请问银杏酮酯滴丸的话，冠心病患者是不是可以服用的呀？朋友介绍的药，听说挺有效的。,禁忌,9
肛交会带来大小便失禁吗,相关病症,4
打扰问一下心房肥大要治几多时间,治疗时间,11
一岁半的宝宝不爱吃饭怎么办好呢？每次给宝宝喂饭都是我最头痛的事情了。,其他,12
我想请问一下，尿频尿等待尿不尽要吃什么药啊,治疗方法,5
胰岛素早晨打15晚上打20个单位还是高怎么办呢,治疗方法,5
老年痴呆症患者在饮食方面应该注意什么问题？,禁忌,9
如果得了肛窦炎及肛乳头炎如何体检？,化验/体检方案,10
最佳的治疗直肠炎的药物是什么啊,治疗方法,5
痔疮便秘者吃什么好？,禁忌,9
"""咨询下,请问步长稳心颗粒,这个要是怎么用的?""",治疗方法,5
一热一冷，热感冒嗓子痛鼻涕黄已经吃了两天感冒药和牛黄消炎丸现在嗓子不同，鼻涕还是黄色怎么办？,治疗方法,5
怀孕两个多月了做B超说腹中胎儿没有心跳，到底是怎么回事,病因,1
吃什么食物可以有效的治疗痔疮呢,治疗方法,5
脑穿通畸形怎么办,治疗方法,5
什么手段可以逃避卵巢炎,预防,2
"听说一个叫""华老太""还是什么的药可以有效治好痔疮？",治疗方法,5
心绞痛会疼一天吗,临床表现(病症表现),3
小孩肛门瘙痒怎么回事,病因,1
你好.做CT检查又上肺有阴影，是肺结核吗？,定义,0
下身有味，月经迟几天来,临床表现(病症表现),3
记忆力逐渐减退，反应越发迟钝，总感觉大脑混沌，有劳为我推荐个效果好的药来服用,治疗方法,5
我有糖尿病3年了，其它药物效果都不大，玉兰降糖胶囊好吗？会不会是假药呢？,其他,12
宝宝老肚子胀怎么办？,治疗方法,5
问一下带状疱疹需要做什么检查,化验/体检方案,10
怎么是血精？,定义,0
冒昧问一下四边孔综合征治疗几天,治疗时间,11
抑郁倾向有哪些表现和诊断？,临床表现(病症表现),3
你好，麻烦问一下乙醚中毒需要做什么检查,化验/体检方案,10
小儿癫痫发作诱发失语综合征怎么回事,病因,1
精神压力过大，现在导致脾气也很大，又经常怀疑我老公，是不是我出现什么问题了？,定义,0
觉得葡萄糖是很营养的，那么葡萄糖是大脑注意力和思维能力的首要燃料的吗？,其他,12
医生苯巴比妥东莨菪碱片，有心脏病的不可以吃吧?谢谢,禁忌,9
年前痔疮犯了，有的肛泰好了，近几天总想大便，而且老放屁，想知道是什么原因,病因,1
如何才可以逃开过劳肥,预防,2
不洁性行为后的第三天龟头沟那里发现肉色小点点不痛不痒的会不会是尖锐湿疣？,定义,0
脑血管瘤是怎么形成的,病因,1
涨气打嗝心悸怎么回事,病因,1
变异性哮喘怎么治疗好?,治疗方法,5
"""大便时屁眼裂了,流血，用什么药？""",治疗方法,5
我身高58，体重94感觉腿的前侧突出，姨妈来了我还会长高吗,其他,12
打扰问一下反流性食管炎有什么一同发生,相关病症,4
我是一名心力衰竭的病人，平时总是会有心慌、气短、胸闷的情况，而且腿脚也有水肿的现象，请问心力衰竭的症状该怎么缓解？,治疗方法,5
同房后肚子胀痛是怎么回事？如何..,病因,1
请问碳酸钙维D3元素片是哪里生产的？,其他,12
已经服用该药有十天的时间了，发现我的腰还是很痛的，怎么办好啊，还要吃该药吗？,治疗方法,5
咳嗽，少量痰，咽部痒，呼吸道疼,临床表现(病症表现),3
胃类癌瘤治愈概率几成,治愈率,8
遗传性压力易感性周围神经病怎么办,治疗方法,5
近10多天未用降糖药血糖低是怎么回事,病因,1
我这次来例假肚子不痛了，但是小便时腹部疼是怎么回事,病因,1
你好啊问你一个问题吧心脏早搏能吃这个药吗？稳心颗粒,治疗方法,5
外阴系带长了肉芽，网上有的说是湿疣有的说是炎症引起的，我想知道是哪种？,定义,0
老人患冠心病多年，有过脑栓！现在经常脾气暴躁！反复强调一个问题！反复频率很高！这样情况需要怎么调理？？！,治疗方法,5
暴痢表征是啥,临床表现(病症表现),3
什么方法治疗慢阻肺又快又好呢,治疗方法,5
帕金森病运动并发症会带来哪些危害？,相关病症,4
宝宝两个月了老是拉肚子怎么办？,治疗方法,5
逃开直立性低血压,预防,2
老年人痔疮吃什么好？,治疗方法,5
宝宝拉肚子期间能吃什么,禁忌,9
痔疮早期是什么感觉？,临床表现(病症表现),3
宝宝三岁半了不爱吃饭一吃就吐为什么？,病因,1
多发肌瘤会影响怀孕吗,相关病症,4
"""我家孩子腋下长血管瘤，经常疼痛，头也疼，睡觉腰背都痛,内蒙古婴儿长在腋下的血管瘤咋治？""",治疗方法,5
嗯，除了碘酒还可以用什么药恢复快啊，我现在脚都不能垂直，只能在床上，一下去脚都痛的受不了，什么情况啊,治疗方法,5
孩子胸口高是怎么回事,病因,1
你好，我的脚扭伤了，想买虎散胶囊，请问，此药在苏州吴江区的药店有卖的吗？,其他,12
胃酸厉害怎么办？,治疗方法,5
问一下恶性肿瘤治疗周期？,治疗时间,11
你好，请问，赛乐特片盐酸帕罗西汀片不良反应有哪些呢？谢谢。,其他,12
膈下脓肿做啥检查,化验/体检方案,10
血塞通分散片的副作用大不大呢？一般治疗心绞痛的药物副作用都是挺多的。,其他,12
宝宝消化不好。便秘怎么办,治疗方法,5
服用索里昂后精神不能集中咋办幻听有三年之久发现有三个月服药...,治疗方法,5
直肠粘膜内脱垂如何治疗？,治疗方法,5
有痔疮，去澡堂洗澡，会传染性病吗？,传染性,7
儿子患了直肠脱垂，没有血，内服外敷五倍子没效，越来越严重，5厘米伴血，肛门有水外漏，如何治疗？,治疗方法,5
你好，麻烦问一下男子乳腺发育属于什么科,所属科室,6
因为他射在里面导致我怀孕两周，请问除了药物流产和人工流产还有什么其他的自然流产的方法吗，急！！！,治疗方法,5
肚子好硬怎么回事？,病因,1
冒昧问一下慢性咽炎治愈概率几成,治愈率,8
最近，老是肚子疼怎么回事,病因,1
我有个亲戚因为得了膀胱炎，总日闷闷不乐的，请问该如何进行治疗才能痊愈，使病情有所好转呢？,治疗方法,5
慢阻肺怎么治疗？,治疗方法,5
心绞痛是剌痛吗,临床表现(病症表现),3
高血压180可以怀孕吗,相关病症,4
小儿洋地黄中毒会让我得上吗,传染性,7
有木有宝妈晚上睡不着啊？我怀孕七个月经常半夜睡不着，有没有和我一样的宝妈呢。,其他,12
没有不洁性生活为何会有尖锐湿疣？现在外阴痒，摸着不光滑，有小疙瘩。,病因,1
慢性支气管炎要怎么治疗,治疗方法,5
我做完混合痔和肛瘘手术7天啦!肛门里现在又粘液是怎么回事啊,病因,1
慢阻肺什么时间容易发作,临床表现(病症表现),3
请教一下颅内畸胎瘤化验什么啊,化验/体检方案,10
小孩肠胃怎么调理,治疗方法,5
什么手段可以躲开副银屑病,预防,2
"""孩子出生时头上长了血管瘤。现在四十天了，形状像草莓,内蒙古婴儿的血管瘤可以介入治疗吗？""",治疗方法,5
"""这个是蜘蛛痣还是血管痔？三个月了""""有点大""""但是没太长""""这是什么""""按压有点褪色。""",定义,0
阜阳癫痫病重点医院？？四肢抽搐，脸色发青，口吐白沫或磨牙咬舌头，约三分钟停止后记忆短暂失忆。那么，癫痫有效的治疗方法,治疗方法,5
有痔疮的孕妇的可以顺产吗,相关病症,4
小孩为什么老是拉肚子,病因,1
怎么瘦肚子？,其他,12
请问子宫肌瘤对身体有哪些影响？,相关病症,4
尿频尿急，尿无力，怎么办,治疗方法,5
你好，我想大概问一下啊请问贵处有卵磷脂络合碘片吗？,其他,12
怎样才能预防脑病,预防,2
孕37周，有时会有小腹痛，怎么..,治疗方法,5
脚抽筋该怎么办？我现在怀孕八个月多了，一直在吃孕妇钙片，怎么还抽筋呢？,治疗方法,5
蜘蛛痣传染性强吗,传染性,7
爱吃辣椒，吸烟喝酒，最近上火，大便出血，痔疮如何治疗？,治疗方法,5
能否介绍一下睾丸畸胎瘤是啥？,定义,0
要吃什么药好呢？可以吃强筋健骨胶囊？因为最近腿脚不都灵光，都要躺床了，吃了这个有效吗？多久才见效的呀？,治疗方法,5
怎么治疗三叉神经营养性损害,治疗方法,5
医生你好！我想请问下这个预防心肌梗死复发一般吃点什么药？55岁,预防,2
经常喝蜂蜜水会有糖尿病吗,病因,1
面神经炎要做哪些检查,化验/体检方案,10
肛门有哪些特殊作用,定义,0
高血压会引起呕吐吗,相关病症,4
我后左膀时常麻木是怎么回事，请大夫指导,病因,1
感冒流鼻涕吸气鼻子发酸嗓子疼吃什么药,治疗方法,5
我最近感觉到胸闷痛、心悸、心慌，朋友说复方血栓通胶囊效果挺好的，不知道还有没有啊,其他,12
请问得了月状骨骨软骨病检查什么,化验/体检方案,10
我吃完微辣或者冷饮后右上腹部会有点疼痛吃什么药好但是过一会又好了每天就是感觉肚子不舒服老想上厕所,治疗方法,5
食道癌患者术后怎么护理?,治疗方法,5
为什么心绞痛不能根治,治愈率,8
我家宝宝56天了，喝水总呛，能加葡萄糖给孩子喝水不？,禁忌,9
内痔疮怎么治疗？需要多少钱？,治疗方法,5
德巴金丙戊酸钠缓释片是进口的吗，是不是可以癫痫症呢,治疗方法,5
如何做避开动静脉血管瘤,预防,2
血管瘤中药可以治好吗？孩子的血管瘤长在手指中间能手术吗？会不会有并发症？内蒙古婴儿手指肚上有血管瘤可以治不？,治疗方法,5
孕妇可以用牙膏涂肛门吗,禁忌,9
做了痔疮切除手术，很成功，最近便血，大便硬，拉不畅通，怎么回事？痔疮手术半年为什么还会便血？,病因,1
脑梗死咋治疗,治疗方法,5
舌苔厚。有齿痕。睡眠不好。吃什么药？,治疗方法,5
我家宝宝老吐奶怎么办啊？？？？,治疗方法,5
气短，出不上气，胸闷，到底是什么原因引起的？,病因,1
喝完葡萄糖水后可以吃保济丸吗？,禁忌,9
"""宝宝的小腿处张了很多小红点，医院说是血管瘤严重吗？,内蒙古婴儿在小腿处上长有血管瘤危害大不大？""",相关病症,4
我大便后有黏膜从肛门脱出，刚开始会自己回去，渐渐的就不能自己回去了，需要用手向上拖才能复位，常常有粘液从肛门流出来，排便有下坠感和排便不尽感，排便次数增多，到医院就诊，诊断为早起直肠脱落。请问早起直肠脱落好治疗吗？,治愈率,8
痔疮手术需要住院多久,治疗时间,11
慢性支气管炎的症状有哪些,临床表现(病症表现),3
刚出生的小孩可以喝茵栀黄颗粒吗,禁忌,9
我家宝宝这样吐奶正常吗？,临床表现(病症表现),3
先天性肌病的病因是什么,病因,1
高血压能吃肝肾滋吗,禁忌,9
肛门口翻出来，里面有硬块。是什么？怎么回事？,定义,0
手淫过多导致阴茎短小怎么办,治疗方法,5
问一下心脏瓣膜病会传染给哪些人,传染性,7
体检报告显示，有三项指标超标，具体为：甘油三酯1.75;高密度脂蛋白1.04;载脂蛋白a1为0.84请问大夫应该怎么办？,治疗方法,5
怎么治心悸失眠,治疗方法,5
对于心脏病高血压的患者吃七味葡萄散有影响吗，需要注意什么,禁忌,9
怎么治好支气管炎,治疗方法,5
你好，我爸爸不知在么晕倒，脑出血，现在医生说么救了，可我去跟爸爸说话时，他晕倒，动也不动，但留眼泪，身体摆动。。医生，你说有救么？,治愈率,8
请问阴道里面有时候痒痒灼热的疼是怎么回事？,病因,1
头痛胸闷拉肚子该怎么办呢？怀孕7个月多，感觉全身都不舒服，可以吃药么？,治疗方法,5
痔疮怎么治?,治疗方法,5
请教一下办公室综合症治好的可能性,治愈率,8
请问一下，糖尿病患者是不是不可以服用隔山消积颗粒(正鼎)的啊？谢谢。,禁忌,9
乳腺癌什么时候会复发复发的概率是多少,治愈率,8
胰腺癌手术难在哪些方面,治疗方法,5
总想上厕所，拉的不多，也不是拉肚子。上厕所的时候还边拉边放屁,临床表现(病症表现),3
毛细血管瘤严重吗，会治好吗？,治愈率,8
问一下肠套叠会让我得上吗,传染性,7
我去了医院检查，说我是血糖过高，我就吃了几次消渴丸，我想问问，是不是糖尿病的征兆呀？,临床表现(病症表现),3
医生，我把我姨夫的衣服拿回来洗。他得的直肠癌晚期，洗他得衣服会不会被传染。,传染性,7
我经常在夜总会上班，所以不小心得了尖锐湿疣这个病，刚查出来大概能有两周多吧，不知道这个病能不能治愈啊？请问谁知道麻烦告诉告诉我,治愈率,8
皮下裂头蚴病挂啥科,所属科室,6
我想请问一下，性生活后第二天出现了尿频尿急尿时坠痛尿,临床表现(病症表现),3
月经期喝凉茶和服三黄片会使经期延长吗？,禁忌,9
我和我老公结婚有很多年了，一直没敢要孩子，就因为我有原发性癫痫病，如果我想宝宝的话，会不会遗传给孩子呢？关于原发性癫痫病这个遗传问题是不是很严重的呢？,病因,1
肾结石，肾积水过几次，现在偶尔肉眼可见尿血，怎么办,治疗方法,5
"孩子的血管瘤，有半年多了现在胸部有点不舒服,血管瘤是红色的，内蒙古婴儿长在胸前的血管瘤能治好吗？",治愈率,8
请问升结肠癌4期还可以治愈吗,治愈率,8
痔疮会影响胎停育吗,相关病症,4
下坠感，腹泻交替，腹痛，用过理气舒肠方的中药还不错，没坚持，有什么其他方法治疗？,治疗方法,5
痔疮疼得厉害大号出血怎么办,治疗方法,5
请问停经2个月激素水平检查结果有什么问题吗？,化验/体检方案,10
身上长风疹，反反复复，该怎么治？😪,治疗方法,5
慢性支气管炎都五个月了，一直不好怎么办？,治疗方法,5
上鄂出现小肿块，有点硬硬的感觉，是什么原因,病因,1
最近总是恶心怎么回事,病因,1
什么是蔓状血管瘤,定义,0
高血压导致的心脏病如何治疗,治疗方法,5
吃治疗痔疮的药会影响月经吗？会影响怀孕吗？,禁忌,9
心脏病心力衰竭贫血心肌炎心功能关闭不全看那个科室妈,所属科室,6
姨妈推迟的话，去医院看需要看下面么！,化验/体检方案,10
小儿家族性嗅神经-性发育不全综合征能否治好,治愈率,8
双侧输卵管和子宫拿掉跟憋不住尿有什么关系吗？,相关病症,4
请问得了小儿慢性骨髓炎可以治好吗,治愈率,8
湿疣治疗中会不会再长我正在治疗湿疣但是还是感觉很痒是怎么回事现在在治疗一层层掉皮那种但是还是不断有新的长出来是为什么,病因,1
已经五十多天的孩子，好几天没去大便了，老放臭屁,临床表现(病症表现),3
肺炎会引起淋巴管扩张吗,相关病症,4
最常见的咯血原因是肺结核还是支气管扩张？,病因,1
肛瘘需要什么药物治疗,治疗方法,5
我宝宝8个月颅内出血或者是有脓我怎么治疗，我现在宁夏，医料院治疗医生看了，核磁，脑电图，CT，现在也不知道是，血或者脓，,治疗方法,5
我侄子查出有过敏性哮喘，医生说连吃的也有讲究，如果吃错了东西也会诱发疾病。我想问过敏性哮喘应该吃什么才不会诱发疾病?,禁忌,9
孕妇脱肛了怎么办,治疗方法,5
3个月宝宝为什么老恶心,病因,1
您好！小孩发烧吃美琳好还是儿童复方氨酚肾素片(儿童科达琳)好啊？谢谢！,其他,12
痔疮频繁出血是不是要做手术,治疗方法,5
11岁先心病儿童感冒能吃感冒炎咳灵糖浆吗？一次喝多少毫升？,禁忌,9
最近肚子右侧按下去痛用力吸气痛胀气痛,临床表现(病症表现),3
你好，麻烦问一下儿童胰腺功能不全并中性粒细胞减少症综合征治疗周期？,治疗时间,11
健阳胶囊是跟精赞育胶囊这两种药那一种比较好?,其他,12
咋样防范消化道憩室病,预防,2
经期前后经常头疼,临床表现(病症表现),3
我嘴鸥进感觉到心悸，特别频繁的感觉到，晚上还失眠是什么疾病的前兆吗？可以使用槟榔十三味丸改善吗？,定义,0
排尿不畅咋办啊,治疗方法,5
你好，请问，盐酸氟西汀分散片的说明书中对于抑郁症患者使用的注意事项有说明吗？,禁忌,9
慢阻肺如何治疗,治疗方法,5
妇科尿道炎是怎么引起的,病因,1
孕两个半月有时腹痛!!!,临床表现(病症表现),3
21天的宝宝脸上的黄气还没有退，担心继续这样会影响到智力，好不好呢？,治愈率,8
在不是经期时出少量血，并有白带，已持续两周。,临床表现(病症表现),3
家里老人前列腺肥大尿血了怎么办,治疗方法,5
晚上经常胆汁返流做胃镜显示慢性胃炎伴胆汁返流十二指肠球溃疡吃了1个半月西药也不大管用，我该怎么办,治疗方法,5
膀胱癌从血尿开始到确定癌，能否做到早期发现,化验/体检方案,10
大面积脑梗塞能治好吗,治愈率,8
脾脏血管瘤如何治疗,治疗方法,5
屁眼胀痛2天了怎么办啊,治疗方法,5
内心悸动是什么意思,定义,0
什么是心肌梗死的介入治疗？,定义,0
请问固力康四烯甲萘醌软胶囊效果怎么样呢？多长时间能起作用呢？,其他,12
因感冒引起的咳嗽，干咳，应该吃什么，能不能吃消炎药,治疗方法,5
的了肺癌最好的治疗方法是什么,治疗方法,5
孕妇总是翻来覆去睡不着，吃什么东西可以帮助睡眠？也试过喝鲜奶可是没什么作用。,治疗方法,5
我妈妈六十多了，心脏一直不好，做心电图还没有事。有时就晕，心脏怦怦的跳。怎么治疗吃这个药行吗,治疗方法,5
一个朋友在最近有了越来越瘦的情况，而且看着他也没有精神，到医院检查后，发现得了间质性肺炎了，那么，间质性肺炎治的好吗？,治愈率,8
小便后为什么有血,病因,1
"孩子不肯吃饭,不吸收,身体清瘦,怎么办?",治疗方法,5
请教一下透明细胞棘皮瘤能治好不,治愈率,8
你好，麻烦问一下红蝴蝶疮表征是啥,临床表现(病症表现),3
痔疮几年了，偶尔便血，变得严重，痔疮患者要做什么运动减轻疼痛？,治疗方法,5
我的宝宝差不多一岁了，最近不是很舒服，能不能吃安乃近呢？,禁忌,9
请问，肛门旁边有一肿块是什么,定义,0
心脏病可以喝蜂蜜水吗,禁忌,9
眼皮肿脸发烫，身上痒，怎么解决才能完全根治呢,治疗方法,5
强迫症过度联系怎么办,治疗方法,5
老年心脏钙化综合征的症状有哪些,临床表现(病症表现),3
前段时间我患了胸膜炎，后来康复了，还会不会复发？,治愈率,8
你好，麻烦问一下产后喘促治好要多久,治疗时间,11
采取什么措施抵制慢性病毒性肝炎,预防,2
打扰问一下迟发性外伤性脑内血肿症状,临床表现(病症表现),3
爸爸没有病史，身体一直都很好，就在前几天突然感觉胃疼，就买了点胃药吃，结果过了几天还是没有好，我妈说我爸爸身体皮肤变黄，眼珠子都变黄了，到医院检查是胰腺癌晚期，我是想问问医生请你们帮帮忙，像我爸爸这病还有挽救余地吗？我在这里跪谢了。,治愈率,8
脊髓灰质炎的传播途径是什么？,传染性,7
我是一个心梗患者，担心会随时发作，可以用万孚新产品ECG-EASY心电易（掌上心电）吗？,其他,12
提肛能治疗痔疮吗？,治疗方法,5
男人尿不尽吃什么药,治疗方法,5
整晚上睡不着觉怎么办？怀孕8个多月了，不知这两天怎么了晚上老是睡不着，该怎么办呢？,治疗方法,5
冒昧问一下银杏中毒要花多少时间治好,治疗时间,11
医生您好，我想请问一下左心室肥厚应该怎样治疗呀？谢谢。,治疗方法,5
我以前胃口一直不错，消化也很正常，可是最近总是腹泻，一天拉5到7次，浑身没劲，到医院检查是患了慢性溃疡性直肠炎，这个病症能不能治愈？,治愈率,8
钙化性肌腱炎有什么伴随,相关病症,4
曹清华胶襄与追风透骨丸两者相比较，哪一个疗效更加好呢？,其他,12
想咨询一下，服用参雄温阳胶囊多久为一个疗程？要吃几个疗程？,治疗时间,11
您好！我检查出的甘油三脂1557怎么办，天天头晕眼花，记忆力差,治疗方法,5
昨晚吃了3片三挫伦，出现心慌了一天怎么办,治疗方法,5
请问月经期间霉菌性阴道炎该怎么治疗？,治疗方法,5
有低血糖，贫血，容易见晕，这个症状适合吃这个药吗？经后还是经前吃比较好一点？每天服用，还是等到生理期后再服用的？,禁忌,9
采取什么方法逃避继发性高血压,预防,2
做过一次内痔手术，现旁边又长了一个内痔，还没鼓出来，真疼，生活中如何解决？,治疗方法,5
扩张型心肌病患者的护理措施有哪些？,治疗方法,5
吃稳心颗粒，请问当中有什么的办法是进行缓解。,治疗方法,5
你好，麻烦问一下新生儿喉喘鸣临床表现,临床表现(病症表现),3
直肠息肉是什么引起的,病因,1
怀孕期间症状有什么？,临床表现(病症表现),3
阴道流水，天天换内裤，不痒,临床表现(病症表现),3
不见好转，胀，痛，红肿，请问现在该如何进行治疗的,治疗方法,5
问一下肠子宫内膜异位多大几率能治好,治愈率,8
:食物过敏的症状有哪些？食用过后多久会有反应？,临床表现(病症表现),3
你好，医生请问一下两周半孩子便秘，口服乳果糖三天没问题，又服两天，还是不行，怎么办？,治疗方法,5
生完孩子有了痔疮怎么办？,治疗方法,5
麻烦医生帮我看下我是否怀孕了，最近总是睡不着，月经迟迟不来？,临床表现(病症表现),3
请问月经推迟七八天没来小腹疼痛啥情况？,临床表现(病症表现),3
两岁半的小孩肠胃怎么调养,治疗方法,5
睡起来后左边太阳穴头疼，可以洗头发吗？会不会加重,禁忌,9
坐久了起来眩晕物理原理是什么？是不是因为怀孕后身体比较虚弱才会这样的啊？,病因,1
便稀腹痛，有什么好的治疗方法,治疗方法,5
有两痔疮怀孕期间就有，大便后疼有时还疼的发烧能打针或者用马应龙痔疮膏吗？对宝宝有影响吗？,治疗方法,5
你好我想咨询下怀孕一直吃优甲乐现在小孩生了还需要吃吗,治疗方法,5
"""生完孩子45天,严重便秘，大便出血.如何解决?产妇得了痔疮怎么办?""",治疗方法,5
我是血栓性外痔。现在犯了。3天了请问有什么药和吃什么药效果比较好。我在国外不能手术,治疗方法,5
脑出血40多天了右侧不能动还能站起吗,治愈率,8
哮喘病人可以做什么运动,禁忌,9
你好，我想了解一下哦，那个高血压的话，可以服用沙苑子胶囊的吧？谢谢。,治疗方法,5
脑萎可以怎么预防,预防,2
你好我问一下，我呼吸困难是不是是身体缺氧,病因,1
怀孕快8个月了，今天检查出葡萄糖626，怎么办,治疗方法,5
你好！我是67岁多年的风心病患者，从07年出现症状，犯病时就是心动过速，请问，我可以服用稳心颗粒吗？,治疗方法,5
维思通利培酮口服液在哪买？一定要在医院买吗？求解！！！,其他,12
头疼.梦到自己的亲人离开自己或遇到危险，从梦中惊醒,临床表现(病症表现),3
老年人2型糖尿病可以使用沙格列汀片吗？有什么注意事项？,治疗方法,5
肚子一直胀痛走路不敢直起走路连咳嗽都会疼痛是什么原因,病因,1
最近酒后老是出现心悸怎么办,治疗方法,5
"""我家孩子脸上长血管瘤已经三十六天了，面积很大，请问能治好吗。,内蒙古婴儿的血管瘤好大夫网站？""",治愈率,8
得了内痔怎么办？,治疗方法,5
PET/CT能用于确诊癌症吗,化验/体检方案,10
扩张型心肌病患者吃什么好？,禁忌,9
孕妇心悸影响胎儿脑部发育吗,相关病症,4
家里老辈的有得了糖尿病肾病的，我也有糖尿病不知道后期会不会成为糖尿病肾病？想知道糖尿病肾病和遗传有关吗?,病因,1
你好，锁骨动脉狭窄挂号哪个科,所属科室,6
丘脑胶质瘤怎么诊断,化验/体检方案,10
沈阳白癜风患者应该怎么护理的呢？白癜风的白斑有鸽子蛋大小，我还没有开始去治疗，现在护理的话应该做些什么？,禁忌,9
我每次月经都会痛，而且恶心想吐,临床表现(病症表现),3
左睾丸发酸后隐隐作痛？,临床表现(病症表现),3
请教一下急性全自主神经失调症治好要多久,治疗时间,11
怎么治疗直肠炎啊,治疗方法,5
肋骨两侧上皮肤像心跳疼一下过会反复这样是怎么回事,病因,1
由于高血压38周孩子偏小是不是正常的,相关病症,4
盐酸文拉法辛胶囊治疗什么病？除了郁抑症之外，这个药还有其他作用效果吗？,定义,0
心脏黏液瘤的症状有哪些,临床表现(病症表现),3
打扰问一下急性浅表性包皮龟头炎检查什么,化验/体检方案,10
